audio_file,label,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
pop.00077.au,pop,0.44462192,4037.0594583162347,3342.385927502513,8331.391287883369,0.21392576613293343,-34.1785,40.39862,17.5068,13.4207325,13.24304,7.4518642,18.187231,2.728706,4.3404818,5.824502,-1.1265223,3.1089256,2.4122655,-2.0924118,-1.286773,0.15449737,2.3404286,4.335397,2.1429617,2.9389927
pop.00026.au,pop,0.33494106,2525.9715481716225,2848.6680787614396,5554.558079013884,0.10354207986648607,-73.33977,97.46447,16.871233,-0.5729767,7.188893,4.876619,0.7494841,-5.5461526,0.9987514,4.925742,-5.8295016,-4.9177384,-0.026355755,-3.0438397,-0.15919442,-2.3829448,0.72121817,0.6832573,1.9693336,0.80573803
pop.00036.au,pop,0.39444086,2944.367953544358,3162.3930336714043,6877.683411589348,0.1151153281008127,-44.184856,76.175804,22.921034,16.81439,22.997484,3.268826,6.9134254,0.10560339,6.4967694,6.541495,0.855912,2.7263877,4.5178885,2.85629,1.3227227,1.799121,0.37689033,-1.123874,-0.43859047,1.5700713
pop.00067.au,pop,0.44746074,3889.624969187498,3271.614422137673,8056.984613849651,0.19104230662248453,-52.517937,37.488907,14.116279,18.18039,16.781202,5.9612403,6.4432817,2.7201664,-0.43626437,3.222906,-3.9291482,1.6018063,0.29740316,-0.16164188,-0.50979143,-1.5459802,2.0748284,1.2206205,4.581012,1.637312
pop.00094.au,pop,0.3331959,2806.247388335063,2857.714955096407,6101.779770039184,0.12854835344910992,-42.2377,82.18145,-2.2520602,19.913527,13.862005,0.86793524,7.9237413,-0.71603507,6.877683,-1.9078754,-4.689053,-3.1699982,-2.9494684,3.5941477,-0.08277562,1.5825076,0.8484862,-1.2261689,2.5459042,0.784718
pop.00053.au,pop,0.27733365,2639.3066307520658,2753.409622994132,5625.532649840364,0.10700086469620743,-145.91124,62.561096,-23.107882,-18.768461,-14.764736,-28.424547,3.1573472,-24.947536,-13.6281,-4.6147923,-24.3872,-15.805227,-17.465422,-11.699654,-8.262591,-13.8401375,-9.89805,-11.975698,-5.027522,-2.899676
pop.00002.au,pop,0.41782972,3213.614161294748,3269.6752700348998,7424.096774169166,0.11886851780185759,-59.59367,62.980972,31.137547,16.936274,8.89695,10.8024645,10.564233,5.171701,5.4097633,6.1598434,2.2747262,4.252083,4.122022,5.7287297,5.0647492,5.6695333,1.4143502,2.817746,-1.4015127,-3.3749921
pop.00013.au,pop,0.35626963,2149.835157867053,2917.446756528263,5223.143416366341,0.05165917364067337,-161.6383,85.56789,53.288048,32.218273,27.19296,11.305497,7.904155,8.768305,1.2608701,13.211987,0.07457192,4.8242393,3.093149,2.3444116,3.6833282,-2.869112,-2.6138642,-3.1475651,-1.1877189,-1.4769098
pop.00042.au,pop,0.37961057,3002.674937832099,2972.7964604546623,6446.044354985004,0.14374780802534828,-37.051277,68.83598,10.515514,23.966005,15.373044,3.5459774,11.672893,2.9141235,2.5561283,4.760162,-1.58247,2.5715842,-1.01551,-1.6614754,0.49146196,-2.8296688,-3.4194613,-4.1063933,-4.21618,1.0973992
pop.00085.au,pop,0.44371104,2516.610746226457,2465.673109325826,5087.469236769543,0.1220960115131579,-81.77063,78.59583,-17.257917,24.50818,8.400408,2.1368484,5.5134435,1.936168,8.803094,-0.12311594,0.49838242,4.658124,2.4071097,5.5168815,0.62245977,-1.800065,2.3164403,7.8572516,5.0209613,-3.3247924
pop.00076.au,pop,0.4757256,3544.0579431444817,3311.2943543954666,7780.461285948384,0.14281924221168732,-38.26625,47.798702,20.050596,23.84601,19.796244,13.665194,14.685851,4.572708,7.7129645,8.956257,5.42314,1.1492612,1.0844592,4.390892,4.58698,2.5464828,-0.25095102,4.62497,3.012944,-1.3067206
pop.00027.au,pop,0.37745395,2682.7273401220596,2924.2150407114077,5957.30564365446,0.1019147276509288,-75.34088,83.33522,10.703758,14.458483,14.244327,7.4046535,5.277308,-0.39811996,5.728664,3.3630378,-2.5237777,-4.229316,-1.8419125,-5.9020457,-1.2705271,-3.7832348,-2.8675952,-0.93422055,-1.1104183,-2.7149746
pop.00037.au,pop,0.4516677,3236.4132052121413,2953.5962616118304,6698.776160083688,0.16482477808146284,4.821123,64.49522,-2.505614,10.421443,3.2455714,7.8249097,3.1037118,1.4051704,6.7452865,4.8860292,3.275973,1.7533517,3.336132,2.352307,1.4288446,-0.6049253,-2.1856909,-1.6023932,-0.61214584,-4.050126
pop.00066.au,pop,0.35408923,2843.9946333947637,3219.1230157336063,6839.30864363632,0.09974656237906347,-63.611366,79.04433,42.743908,16.096388,15.269085,10.791819,13.316781,3.684992,4.9259176,10.677313,-0.014186233,3.4772089,3.4210973,-2.4480238,0.85485536,-5.1181474,-4.297752,-1.5634826,-0.06039438,2.6603596
pop.00095.au,pop,0.36571246,3046.1488168934807,3306.480613774832,7384.647012716477,0.10639353654702012,-36.62272,73.08216,39.133503,20.34182,12.504604,2.150093,11.739912,-2.42438,6.652705,3.1797023,-5.391148,-3.1553867,-5.774647,-7.6810102,-7.6077657,-6.8502154,-6.11224,-1.5649333,2.1333222,-1.562207
pop.00052.au,pop,0.52264726,3662.949570365473,3276.4251584854437,7776.827974585188,0.15600737108165635,-39.992813,35.55944,8.9247265,15.084955,15.225496,10.579581,21.835768,10.017532,13.982476,16.57622,1.4670101,3.269956,0.07045639,0.9607372,7.6450553,7.6319237,9.40901,6.590607,1.1797172,-0.64614874
pop.00003.au,pop,0.40998742,1837.1232438528277,2066.8898740394166,3670.894469270027,0.08535171367066563,-125.88905,126.62519,-23.190811,36.230053,20.963783,-1.1795244,16.489363,-3.668061,6.522495,9.337331,-6.4082227,3.8835244,-7.945909,2.053949,-2.3379388,-1.4833299,4.753721,-3.5146415,4.894724,-3.2014701
pop.00081.au,pop,0.3699477,2246.864021619661,2684.363815197397,5155.585491546536,0.08601724252612229,-137.70694,100.24882,14.38381,15.406433,2.320806,-1.0800148,-2.1063433,-1.6864876,-5.3105083,-1.7846919,1.7498598,-6.1827164,-3.0341492,-9.782684,-6.6655684,-3.967849,-10.179054,-2.9697394,-3.572943,-0.64925474
pop.00023.au,pop,0.39340433,3759.7536787888253,3293.7336127332514,7855.0441682892315,0.17767428466041021,-44.2575,51.329674,24.989786,12.156714,10.867819,7.6085267,8.211718,-0.7704731,5.9491453,4.7621965,-2.508047,1.3219994,-1.9473748,-0.44846937,0.23397705,-2.0059876,-1.9668604,-1.0363699,0.51491606,-0.3848581
pop.00072.au,pop,0.48073828,2569.175433227925,2559.4601505741184,5351.72597217855,0.13165642233455882,9.699895,88.82651,-20.295042,5.1070986,-2.914888,-0.18842252,0.3283024,1.6070033,-2.2601066,-0.93969387,-6.208671,-2.973092,-1.8137223,-0.32295617,-1.345462,-1.6789593,-0.18363124,1.719162,-0.12878361,-3.8997624
pop.00046.au,pop,0.4149456,2838.0180951192765,3045.761494558615,6485.694115228328,0.12218028915924922,-72.14886,81.30891,16.72725,8.680733,14.164566,-1.0451046,12.845602,-0.5276903,3.1435022,3.1538792,-3.4757771,-1.1423597,-0.6883009,-4.001556,-1.0899711,1.7796113,3.4950101,5.907981,6.344579,2.4453063
pop.00017.au,pop,0.43531358,2789.1815621104297,2795.465795566145,6112.2963731133905,0.12622977336493807,-53.09502,78.3076,2.248251,18.8382,3.8661413,2.5152621,-3.7992241,6.81435,-0.8089412,8.755646,-4.7998157,-2.1513286,1.2856139,-1.7450022,-1.941817,-1.5886993,2.6302729,2.429769,4.0250745,3.9180632
pop.00007.au,pop,0.25157657,1968.420512160622,2326.8357602879937,4127.1500436883225,0.08234492913119196,-224.42966,107.30747,-1.5676522,13.869624,8.12501,-9.374603,8.123182,9.29253,9.0995035,6.0268345,-6.65141,2.0718088,6.198722,8.333521,7.5801916,2.0686247,4.5573606,1.2226595,-1.6395729,-3.7127666
pop.00056.au,pop,0.4729579,3681.0439984188665,3221.525265134618,7565.829250465606,0.14562421391253869,-80.41471,35.95592,20.390455,26.379686,17.383705,4.5962443,13.504854,3.6237102,7.3203125,5.479349,3.9611473,5.323692,3.5452347,0.51638037,0.18787,-1.1244684,3.5269408,1.4433944,0.48127958,-1.7946951
pop.00062.au,pop,0.3296432,2468.524670525924,2625.135158496729,5481.708519525203,0.09820877878289473,-6.910643,68.86967,3.7667232,28.205853,2.2952397,13.618962,1.0382836,6.0094767,2.7595,15.026863,-8.785013,0.7957053,-7.2265716,2.9204223,0.55821395,11.373525,11.489994,14.183651,-0.9208251,0.8123448
pop.00033.au,pop,0.42291656,2835.031944989499,2731.74381490059,5944.989051464541,0.13706266326431887,-68.97233,73.7708,-12.468504,9.537784,-0.042953633,12.719352,3.164009,-0.08457753,2.5227692,2.875912,-1.6718187,-3.0260644,1.6094681,1.0853351,0.9365839,-0.41138282,-1.2341902,-0.75684536,-1.7072742,-1.046305
pop.00091.au,pop,0.42447254,3696.2251401442195,3246.6951116107493,7871.035738257063,0.1668300569611068,-8.3846245,41.99815,8.295317,17.976976,14.04518,7.3445253,5.72131,-1.9028037,4.603536,2.0754485,-1.0653543,-0.65688133,-2.4297812,-1.4723192,-3.7629774,-1.658407,-2.3790216,0.052522358,-0.9897209,-2.601742
pop.00028.au,pop,0.34935668,2946.4390316642857,3051.591696454039,6655.701420550745,0.1212698638254644,-45.621872,74.707146,15.990845,14.804671,8.99011,8.200909,5.6873927,5.255883,5.390857,2.4355457,0.783873,1.1804657,-2.361314,-2.9524953,-2.598061,-2.7054985,-1.5054046,1.5624709,1.618228,-0.0062581347
pop.00079.au,pop,0.35197085,1995.1533802639976,2424.9694783820937,4383.26516166191,0.07255095963138544,-273.26102,103.14836,8.724171,31.70222,12.5165825,3.4902084,3.9389143,-0.15955284,-3.9159915,3.237991,-6.3694315,-1.5350795,-3.215407,-6.779487,-3.8174036,-6.2373433,-5.6143146,-4.016944,-2.3904104,-3.0844758
pop.00069.au,pop,0.49690023,2327.908732581518,2516.797862006077,4930.628518497243,0.09549942252805728,-30.185396,88.44839,-6.585058,32.79081,8.50577,8.389017,2.0412354,6.863682,3.5777273,2.7215252,1.2944077,3.2903717,1.5667921,2.3765182,2.5256414,1.0981945,-1.5768746,-0.26368624,0.112964265,0.41979834
pop.00038.au,pop,0.40037823,3267.3819135528465,3014.385395211936,6921.091482440015,0.14652330144640094,-15.671695,59.27177,-1.5696744,12.565996,8.756464,3.9767485,2.0536313,4.225694,4.9870768,2.9070504,2.3297365,1.988152,1.7188156,-1.548853,-0.61474824,0.29827872,0.003478059,2.758966,2.2892206,0.052968856
pop.00018.au,pop,0.40997994,3433.787190087752,3405.6054143635197,7932.260368040103,0.12773467734133126,-48.944435,62.643055,34.237328,12.313998,16.558784,8.617215,8.764086,5.237044,6.792807,9.06549,-4.084447,-0.7460422,-0.37907603,-0.47839946,0.6475801,1.7134545,1.3530291,1.9096632,3.849851,1.6133742
pop.00049.au,pop,0.32257414,1987.8861792595574,2579.9804197350813,4265.432540846314,0.06614018962848298,-170.89613,105.92338,31.059725,22.22631,12.814544,-5.1678686,11.2361555,-2.1052666,-0.17176011,5.0792055,-11.541832,-3.6250536,1.3908792,-6.6365523,-2.431744,-7.378352,-2.5545213,-1.7128279,-6.1378875,5.0667496
pop.00059.au,pop,0.47536096,3727.4660374363148,3223.7919884751173,7633.162176645947,0.14478748427825078,-77.93016,32.351665,20.076284,27.634142,16.263079,5.3213425,13.483765,3.5022185,7.3402095,5.269128,4.0025754,5.274291,3.7553632,0.78355736,0.39915782,-0.7164449,3.0640254,1.4062715,0.54704887,-1.9014537
pop.00008.au,pop,0.40385425,2885.067672495679,3009.8214510054945,6430.411116183726,0.1213038772252322,-52.502007,74.029915,12.758995,24.49187,21.099386,1.9099166,6.7962294,4.7285895,8.4080515,8.245127,-2.2685258,-1.207786,-2.6911035,0.26120284,-1.0596434,-0.84250754,-1.2492814,-2.3237,3.8099577,0.30675164
pop.00019.au,pop,0.37654924,3131.1181095646075,2944.848511784318,6552.618710544456,0.15605347813467493,-25.126417,70.81415,2.938198,7.549918,1.455322,2.8399866,1.9037999,-6.825947,0.29538015,-1.9521343,-6.651388,-0.24665256,-0.7577714,-4.2556353,-2.442169,-5.6798615,-1.5744221,0.6700583,1.6902814,0.787277
pop.00048.au,pop,0.4650284,4052.820143139757,3426.2049714637287,8382.19931398752,0.21071452326818885,-52.628082,47.77592,13.45629,2.2210462,13.257574,9.135441,14.444628,0.87262434,9.461508,7.0069857,-0.6898545,1.7289577,8.493652,6.9214926,3.1783981,2.2678592,-0.89656186,2.0383387,2.286474,3.472418
pop.00058.au,pop,0.33996937,2940.015407885018,2629.444898683948,5750.598560250581,0.14575422068498453,-87.69323,64.31289,-12.973243,16.033794,0.48386595,0.40370786,4.4297986,-2.72376,-0.30907077,-0.04623177,-5.925004,-4.2681427,-3.5114515,-4.6341496,-4.094505,-3.3161077,0.2158778,2.7054822,2.4894016,0.2174932
pop.00009.au,pop,0.45481023,3279.877315074988,3026.391117942676,6953.099622224507,0.17281943873355263,-35.277027,61.242107,14.066686,28.671013,4.3302684,-1.355581,-0.79249924,5.1271777,5.35848,1.2240728,-7.2578692,-0.51889056,0.2129184,-1.29466,-0.10562592,-1.2458787,-2.528455,0.57103276,1.5694337,-1.7248733
pop.00029.au,pop,0.35472587,2988.8331267850044,3143.0559844397117,6919.44149241728,0.11157037599167957,-40.497356,73.47633,22.623436,12.352274,14.859223,8.94352,5.30541,9.026267,2.087308,4.3006496,-3.1355777,1.8431041,2.0322607,1.3930873,4.1213226,-0.35649467,-0.75261223,1.1571835,0.7379473,-0.044848863
pop.00078.au,pop,0.45469764,3124.1763502995236,2970.3205320380166,6618.134981043198,0.14272098127902477,-42.75718,62.799477,4.7600574,24.067692,9.642907,-1.8880938,9.257873,-2.969175,3.1822033,5.9340987,-4.7737775,3.020176,-1.2423205,-3.5240686,-0.32516533,-1.4432931,-1.864617,-0.03130631,-0.72963077,-0.9876108
pop.00068.au,pop,0.4073874,3262.9459369965157,2931.013876477142,6714.767730051519,0.15505650759481424,-29.232536,53.867085,-1.6994268,15.505805,1.0889777,0.5443019,4.9013023,-3.2236218,-1.6917963,2.2339098,-7.121919,-5.9893646,-2.980837,-3.7970378,-4.894412,-6.7237415,-0.41844776,-4.0124745,4.3798037,4.4611645
pop.00039.au,pop,0.38418335,3934.491432492193,3509.5786770550567,8525.190116008369,0.18717800648219815,-19.451677,51.921646,37.00927,13.119676,14.592559,3.2062838,15.291247,-0.7845984,7.242264,10.395602,-0.37308523,6.231354,-1.1901548,-2.1243548,-1.5674645,-0.7643911,0.03210402,2.8328412,0.8215043,1.863532
pop.00088.au,pop,0.43141663,3510.7952368005826,3148.742937393452,7257.122783838042,0.17203410712558048,-42.659504,54.891098,17.067766,19.767502,6.855518,2.7809598,11.8187275,1.2042434,7.9384646,1.138006,-4.07465,0.13312875,-4.237504,-4.4562635,-2.5124667,-2.891958,0.6209195,0.9000934,2.309359,1.9264143
pop.00098.au,pop,0.39989513,3634.0505838021622,3134.2497243902567,7534.687772107198,0.18310584667666407,-26.90257,46.710705,8.70176,8.600638,6.0903754,12.42858,6.957394,2.503607,1.1600276,7.2597475,-3.1289592,1.2537315,3.8367088,4.690396,1.7145531,-0.98031265,-1.3001233,-2.6872544,-1.2698605,-2.4852965
pop.00089.au,pop,0.43718296,3401.022781891512,3070.292763946592,7052.249022681646,0.16573822682856038,-47.650494,55.541313,19.180809,24.483467,4.039198,1.5436428,6.967413,-1.0456094,3.0819068,1.7919712,-3.038852,1.9321315,-4.6788106,-2.5195572,-0.86167574,-2.2866025,-1.6912838,-3.2305202,2.614757,1.894354
pop.00099.au,pop,0.36046216,2765.7471940850123,3222.7136045650177,6873.391770873645,0.09601491449787151,-119.3206,85.94115,33.884537,9.99076,17.699188,0.5160178,9.563375,-5.30043,4.1681485,8.118337,-7.978899,1.566938,-2.9323912,-1.6091373,-0.20054546,-2.4293754,1.2079884,5.8487296,1.609469,7.5802627
pop.00041.au,pop,0.28232053,2053.694268406237,2559.4649853003175,4506.6727487664475,0.0753657574255031,-204.74037,101.61041,26.38241,9.183023,10.462718,5.113366,-9.445912,9.311325,-12.4867935,-2.4917655,6.2135496,-9.493983,-2.557299,-9.050026,-10.189898,-4.0442,-7.752127,-5.1358004,-1.8350573,-4.427985
pop.00010.au,pop,0.37799796,1901.3067652610666,2420.845769463947,4192.1163175128195,0.06621728666795666,-111.10797,103.11099,10.896726,34.34485,22.338997,17.876335,6.807191,6.33671,5.4856358,0.62196857,0.3334772,3.818398,2.0397305,-5.5250525,1.2078692,0.40020195,0.33100885,1.6751188,-4.055872,-6.4025617
pop.00024.au,pop,0.41098988,3301.781785166798,3175.656592020233,7302.597508858601,0.14452671488003097,-40.80207,61.52206,9.8682165,10.097927,8.456292,5.367917,8.377963,3.5069437,8.253806,5.883242,-0.10184167,-0.5687721,0.55244845,-1.9813707,1.9157549,0.07650483,-1.270496,1.2330825,1.4936996,0.9499308
pop.00075.au,pop,0.4094417,3645.4464883816936,3200.7065416767077,7658.520356641834,0.15924053369291796,-68.84008,40.451298,25.352568,35.770866,13.388989,2.8279924,12.761081,4.482109,3.357524,10.029638,-2.3743231,2.9975703,-1.8007964,-3.3833914,-1.5533992,-1.6645625,-3.5209606,1.3789082,2.0303447,1.5058491
pop.00086.au,pop,0.3877265,3594.152473909577,3170.8543504642844,7634.40383580447,0.18523244001547987,-50.421444,56.413723,12.562735,11.289535,-2.7376354,1.3649324,4.539499,-0.9632827,2.289538,2.739169,-1.9867597,2.597377,-4.018104,0.68557066,-1.3948764,3.3234553,3.0235116,2.6270733,2.0754473,1.3606802
pop.00096.au,pop,0.3399565,3126.5336429077847,3162.743738307688,6931.233087781782,0.10534554590750773,-59.099174,60.97677,27.745594,23.87396,12.298408,7.3713326,12.329104,7.163457,13.432545,2.4969318,-1.9564662,-2.4031959,-4.513487,3.4680002,2.026163,3.7195523,2.489373,1.2763592,3.131913,1.6476117
pop.00065.au,pop,0.34565797,2518.6056045443806,2683.9083029724197,5496.141765582673,0.10014338537635449,-111.58651,85.577446,3.514314,16.364021,2.2137923,5.9789467,-5.0494046,-3.9590645,-0.08998094,1.5753505,-5.7948494,-5.087451,-0.21060753,-4.4138517,-0.7730943,1.5625445,0.3662936,0.57681745,-0.69031346,-1.8137014
pop.00034.au,pop,0.3407629,3141.5125152923074,3230.4867792979785,7236.939572549826,0.131055518938661,-59.606678,77.30586,26.390997,3.171963,6.7551193,-0.057231467,-0.61830086,-0.69316334,4.1424556,-0.43285194,-4.539687,-3.564523,-2.2071562,-3.5686288,0.25364143,-4.672114,-4.592619,-3.7319121,-1.3799726,-0.8441451
pop.00000.au,pop,0.38965517,3421.991609687279,3409.8202952657143,7953.285240905573,0.12676680715460525,-94.52948,55.65047,29.27059,27.063793,20.072525,1.1707587,12.9500065,-0.79576325,8.880045,-0.67596805,-5.340661,2.2174852,-4.61874,-0.9887733,-1.4926825,3.1318986,2.5242732,4.109381,9.176211,4.7331104
pop.00051.au,pop,0.44705126,4156.047952718813,3451.254769842469,8676.405868294069,0.23004509420955882,-14.143276,44.389584,12.682171,10.152803,11.259819,3.9765148,12.509233,-2.1714697,10.704417,2.2845428,5.032599,-0.8664772,3.8067286,1.664475,1.5052373,-0.19112387,-1.0223294,4.780417,4.8641143,3.0551937
pop.00071.au,pop,0.44746074,3889.624969187498,3271.614422137673,8056.984613849651,0.19104230662248453,-52.517937,37.488907,14.116279,18.18039,16.781202,5.9612403,6.4432817,2.7201664,-0.43626437,3.222906,-3.9291482,1.6018063,0.29740316,-0.16164188,-0.50979143,-1.5459802,2.0748284,1.2206205,4.581012,1.637312
pop.00020.au,pop,0.412302,3487.4067969446874,3132.2059930039254,7444.029986969089,0.17974985789957432,13.560699,58.194782,-2.2048793,5.0112805,8.074843,-0.48176306,4.1001053,2.255029,4.2947083,3.5918357,-0.5043072,2.4174793,1.8767152,2.172739,1.9414757,-0.17418629,-0.6175651,0.7521361,0.73416096,2.0250392
pop.00082.au,pop,0.46211147,3168.2409907758797,3341.5531171787957,7555.26264769374,0.1003391513883514,-62.01542,64.23987,29.876621,23.252531,16.255838,7.445005,8.875822,6.4105577,7.399273,3.022793,1.4899763,2.973134,1.8551465,0.5405012,-0.3303819,0.81429726,1.2972131,1.1850092,0.86176425,0.09974562
pop.00014.au,pop,0.42584902,1997.7766637530594,2291.1115340787574,4139.074971579915,0.0880610699255031,-135.303,107.8317,-13.451822,19.025768,8.794642,12.497046,1.028686,11.319924,2.5422595,1.2269794,-6.3894095,5.8578963,2.882747,1.0259843,-1.7739962,-0.49937558,-1.0758833,-0.16250022,-0.8944314,-2.1381457
pop.00045.au,pop,0.41282436,2842.6216479910663,3039.1050997792404,6479.2441542303595,0.12498941805340558,-71.58805,81.11942,16.353945,8.9487505,13.815711,-0.73981,12.520384,-0.6417306,3.0402467,3.0531101,-3.2113788,-1.3166164,-0.6377142,-4.003359,-0.9441997,1.9166241,3.530265,5.98714,6.0912843,2.57087
pop.00055.au,pop,0.43273997,3940.2272629229274,3361.5830718273205,8259.358390123114,0.16739883659055727,-56.059513,36.475216,11.956133,-6.4310274,3.7872055,5.293579,3.4054363,4.2764564,8.001849,5.866775,1.5961183,4.8608475,0.49556768,2.5117097,0.27864537,-2.5923007,-1.4276348,-1.8681512,-5.389615,-4.314299
pop.00004.au,pop,0.38433775,2753.1754730445987,2861.3942500179373,5986.147135920569,0.12376304602844428,-20.881365,83.23878,5.044182,16.371777,9.408467,-0.56044817,4.052641,6.2076817,9.121804,5.865313,-3.505684,-0.6374332,-3.1726747,1.5448381,-0.92180526,-2.9614582,-1.3291658,-0.8670012,0.6971096,-1.7648981
pop.00092.au,pop,0.4872587,3271.287004378033,2989.795399051021,6883.425043537151,0.14535890939434984,-25.917116,60.867466,6.0593624,17.708055,5.1273046,10.426381,2.450536,4.924031,8.113389,3.850874,-0.18781991,7.257134,4.9524083,0.92677975,-2.2866628,1.557091,0.22264728,1.9296875,2.3738835,5.4336114
pop.00030.au,pop,0.35772547,3070.5832512519023,2975.8618355953854,6652.934770613632,0.14873984133126936,-18.141941,72.29702,-4.8643603,-0.35758093,1.6996961,-0.9174567,-1.3227537,-0.34244254,0.64784324,-0.17987287,-1.2161978,-1.0567744,2.5205119,1.2478708,1.7548808,-3.4411552,0.3960959,-0.8518317,0.92425793,1.6605622
pop.00061.au,pop,0.45551324,2949.223952581628,2908.897370792016,6067.779975631289,0.11195132606907894,-65.15769,65.47309,4.124918,32.741207,16.918522,-5.8361273,14.961658,-0.24620873,9.035304,8.440044,-6.574475,-4.483251,-2.630122,3.4530144,1.6008807,-0.6963696,3.2058861,1.0476186,-1.168049,-4.7210703
